date,Releasing_Doctor,sum
29/01/2021,11794,1
29/01/2021,9703,1
29/01/2021,12179,1
29/01/2021,12010,2
29/01/2021,10582,2
29/01/2021,12019,2
29/01/2021,9069,1
29/01/2021,11989,3
29/01/2021,12194,7
29/01/2021,8821,3
29/01/2021,12183,11
29/01/2021,11178,5
29/01/2021,7233,6
29/01/2021,10262,11
29/01/2021,12365,3
29/01/2021,10408,10
29/01/2021,9762,5
30/01/2021,10408,3
30/01/2021,10582,3
30/01/2021,8706,1
30/01/2021,9435,5
30/01/2021,12194,2
30/01/2021,9762,4
30/01/2021,10999,19
30/01/2021,9069,1
30/01/2021,10923,25
30/01/2021,6768,7
30/01/2021,11377,8
30/01/2021,10262,5
30/01/2021,8979,6
30/01/2021,11534,14
30/01/2021,12311,1
30/01/2021,11236,13
30/01/2021,10275,3
30/01/2021,12353,2
30/01/2021,7893,2
30/01/2021,7233,2
30/01/2021,11951,12
30/01/2021,9702,13
30/01/2021,9262,2
30/01/2021,11912,14
30/01/2021,12183,4
30/01/2021,8821,2
30/01/2021,11023,1
31/01/2021,11982,3
31/01/2021,11395,6
31/01/2021,7905,2
31/01/2021,11293,9
31/01/2021,9330,1
31/01/2021,10904,3
31/01/2021,11611,5
31/01/2021,6771,14
31/01/2021,11236,1
31/01/2021,10465,4
31/01/2021,6777,3
31/01/2021,9893,2
31/01/2021,6774,4
31/01/2021,8821,8
31/01/2021,10561,11
31/01/2021,10923,5
31/01/2021,11791,1
31/01/2021,12016,4
31/01/2021,11662,1
31/01/2021,11253,7
31/01/2021,6939,3
31/01/2021,10767,3
31/01/2021,11377,3
31/01/2021,7806,6
31/01/2021,9702,2
31/01/2021,9973,12
31/01/2021,8706,10
31/01/2021,11884,3
31/01/2021,8175,6
31/01/2021,10886,1
31/01/2021,8383,1
31/01/2021,8074,2
31/01/2021,11501,1
31/01/2021,9729,9
31/01/2021,12174,7
31/01/2021,12068,5
31/01/2021,6773,9
31/01/2021,9545,4
31/01/2021,11988,11
31/01/2021,12261,5
31/01/2021,10999,3
31/01/2021,10275,2
31/01/2021,9703,1
31/01/2021,6775,13
31/01/2021,11951,2
31/01/2021,11912,3
31/01/2021,10948,11
31/01/2021,9792,10
31/01/2021,12191,9
31/01/2021,11983,3
31/01/2021,11121,3
01/02/2021,10408,20
01/02/2021,9262,5
01/02/2021,10948,3
01/02/2021,10615,7
01/02/2021,11948,10
01/02/2021,9973,3
01/02/2021,12194,3
01/02/2021,9762,3
01/02/2021,11953,3
01/02/2021,10999,10
01/02/2021,11794,5
01/02/2021,11430,18
01/02/2021,9909,3
01/02/2021,11990,4
01/02/2021,11174,3
01/02/2021,10561,1
01/02/2021,7665,2
01/02/2021,11884,2
01/02/2021,12363,3
01/02/2021,6775,3
01/02/2021,6768,2
01/02/2021,11293,10
01/02/2021,12174,1
01/02/2021,12186,2
01/02/2021,8979,9
01/02/2021,10904,3
01/02/2021,6770,1
01/02/2021,10582,2
01/02/2021,12311,1
01/02/2021,8706,3
01/02/2021,11988,1
01/02/2021,10014,5
01/02/2021,8201,2
01/02/2021,10575,4
01/02/2021,11791,2
01/02/2021,12334,6
01/02/2021,11195,6
01/02/2021,9893,4
01/02/2021,12278,1
01/02/2021,11121,4
01/02/2021,6777,22
01/02/2021,9703,1
01/02/2021,6773,11
01/02/2021,9585,1
01/02/2021,11797,2
01/02/2021,11250,5
01/02/2021,12191,1
01/02/2021,12183,4
01/02/2021,6939,7
01/02/2021,12352,2
02/02/2021,9762,6
02/02/2021,9909,1
02/02/2021,6768,2
02/02/2021,12174,5
02/02/2021,12352,8
02/02/2021,11955,7
02/02/2021,6773,11
02/02/2021,12365,5
02/02/2021,12169,1
02/02/2021,10202,2
02/02/2021,11250,2
02/02/2021,11121,3
02/02/2021,9703,6
02/02/2021,10575,2
02/02/2021,12188,1
02/02/2021,6777,7
02/02/2021,11460,12
02/02/2021,10999,3
02/02/2021,12168,1
02/02/2021,9893,3
02/02/2021,9262,2
02/02/2021,11611,12
02/02/2021,11990,2
02/02/2021,7725,2
02/02/2021,9545,3
02/02/2021,11010,8
02/02/2021,11927,1
02/02/2021,8808,1
02/02/2021,6937,8
02/02/2021,11953,1
02/02/2021,12191,1
02/02/2021,11884,2
02/02/2021,8383,1
02/02/2021,11791,2
02/02/2021,12194,5
02/02/2021,10014,5
02/02/2021,7665,2
02/02/2021,11975,4
02/02/2021,10923,14
02/02/2021,10831,11
02/02/2021,8821,5
02/02/2021,6771,9
02/02/2021,12183,1
02/02/2021,11293,9
02/02/2021,9786,2
02/02/2021,11040,10
02/02/2021,6770,2
02/02/2021,11619,8
02/02/2021,6939,20
02/02/2021,9352,1
02/02/2021,12363,6
02/02/2021,10615,7
02/02/2021,7856,1
02/02/2021,12186,3
03/02/2021,11430,8
03/02/2021,8221,1
03/02/2021,9487,1
03/02/2021,6796,9
03/02/2021,9973,1
03/02/2021,11797,5
03/02/2021,8175,5
03/02/2021,10408,10
03/02/2021,10831,3
03/02/2021,12363,4
03/02/2021,9352,2
03/02/2021,11174,11
03/02/2021,10847,8
03/02/2021,6939,6
03/02/2021,9436,1
03/02/2021,10923,5
03/02/2021,11119,12
03/02/2021,11948,5
03/02/2021,11250,4
03/02/2021,10886,3
03/02/2021,6771,12
03/02/2021,6775,4
03/02/2021,10687,2
03/02/2021,9073,5
03/02/2021,6768,11
03/02/2021,9893,1
03/02/2021,11460,2
03/02/2021,12352,6
03/02/2021,12264,5
03/02/2021,11955,1
03/02/2021,9545,4
03/02/2021,12055,4
03/02/2021,10767,2
03/02/2021,9762,4
03/02/2021,11988,6
03/02/2021,12186,3
03/02/2021,10211,1
03/02/2021,11883,6
03/02/2021,12194,5
03/02/2021,12174,6
03/02/2021,11611,5
03/02/2021,12010,1
03/02/2021,12362,2
03/02/2021,9729,8
03/02/2021,6769,1
03/02/2021,9660,18
03/02/2021,10948,10
03/02/2021,9585,2
04/02/2021,11119,2
04/02/2021,6774,5
04/02/2021,7680,4
04/02/2021,11430,2
04/02/2021,12363,5
04/02/2021,12186,3
04/02/2021,10948,1
04/02/2021,11611,9
04/02/2021,11884,2
04/02/2021,9973,11
04/02/2021,9073,10
04/02/2021,12352,10
04/02/2021,12174,8
04/02/2021,9422,10
04/02/2021,11791,6
04/02/2021,8073,2
04/02/2021,10537,9
04/02/2021,8979,15
04/02/2021,10886,3
04/02/2021,8821,5
04/02/2021,11988,2
04/02/2021,11377,10
04/02/2021,10847,1
04/02/2021,12261,12
04/02/2021,9660,1
04/02/2021,11927,2
04/02/2021,9729,3
04/02/2021,11883,3
04/02/2021,9762,4
04/02/2021,11990,3
04/02/2021,8447,2
04/02/2021,6939,8
04/02/2021,9893,4
04/02/2021,8706,6
04/02/2021,8074,2
04/02/2021,9585,1
04/02/2021,12106,8
04/02/2021,11395,12
04/02/2021,10202,1
04/02/2021,9703,3
04/02/2021,6775,10
04/02/2021,11948,4
04/02/2021,12194,2
04/02/2021,11797,1
04/02/2021,9971,18
04/02/2021,10211,6
04/02/2021,7665,2
04/02/2021,6777,11
04/02/2021,8139,1
04/02/2021,6773,18
05/02/2021,11178,19
05/02/2021,11948,5
05/02/2021,10537,1
05/02/2021,8706,1
05/02/2021,11395,3
05/02/2021,11040,16
05/02/2021,12194,8
05/02/2021,10923,9
05/02/2021,9973,1
05/02/2021,12261,1
05/02/2021,10575,21
05/02/2021,7306,1
05/02/2021,12280,13
05/02/2021,10275,10
05/02/2021,10769,16
05/02/2021,9574,3
05/02/2021,9971,3
05/02/2021,11250,13
05/02/2021,12403,4
05/02/2021,9330,8
05/02/2021,12362,12
05/02/2021,6769,5
05/02/2021,11377,2
05/02/2021,12352,1
05/02/2021,6775,15
05/02/2021,9762,3
05/02/2021,12186,2
05/02/2021,12264,5
06/02/2021,11692,7
06/02/2021,7893,2
06/02/2021,11894,19
06/02/2021,6771,1
06/02/2021,9330,1
06/02/2021,9792,12
06/02/2021,12280,8
06/02/2021,10575,6
06/02/2021,11175,18
06/02/2021,9851,1
06/02/2021,12194,1
06/02/2021,11178,5
06/02/2021,9574,1
06/02/2021,12362,2
06/02/2021,10769,2
06/02/2021,11040,3
06/02/2021,11950,15
06/02/2021,8706,7
06/02/2021,11611,15
06/02/2021,12179,7
06/02/2021,11990,14
06/02/2021,12105,11
06/02/2021,11662,1
06/02/2021,10408,16
06/02/2021,11501,6
06/02/2021,6777,5
07/02/2021,11927,1
07/02/2021,9702,11
07/02/2021,6939,7
07/02/2021,6726,1
07/02/2021,8175,3
07/02/2021,7233,6
07/02/2021,10904,2
07/02/2021,11950,4
07/02/2021,10948,13
07/02/2021,11040,9
07/02/2021,11611,8
07/02/2021,12180,3
07/02/2021,7680,1
07/02/2021,11430,9
07/02/2021,12269,3
07/02/2021,11293,5
07/02/2021,10582,1
07/02/2021,11469,10
07/02/2021,10211,1
07/02/2021,11175,9
07/02/2021,9435,16
07/02/2021,12363,5
07/02/2021,9352,2
07/02/2021,10408,1
07/02/2021,11501,3
07/02/2021,10255,15
07/02/2021,8821,11
07/02/2021,12186,6
07/02/2021,6773,17
07/02/2021,11952,10
07/02/2021,12174,4
07/02/2021,6777,3
07/02/2021,11121,5
07/02/2021,9792,6
07/02/2021,11884,2
07/02/2021,12264,7
07/02/2021,11996,1
07/02/2021,11794,1
07/02/2021,11894,3
07/02/2021,6771,10
07/02/2021,6775,4
07/02/2021,12352,6
07/02/2021,11990,2
07/02/2021,12105,1
07/02/2021,12408,4
07/02/2021,8074,1
07/02/2021,8706,2
07/02/2021,11948,5
07/02/2021,10767,2
07/02/2021,9893,7
07/02/2021,6770,9
07/02/2021,10465,3
08/02/2021,11952,3
08/02/2021,12194,4
08/02/2021,6771,4
08/02/2021,10904,1
08/02/2021,11990,2
08/02/2021,10948,3
08/02/2021,11948,6
08/02/2021,12352,4
08/02/2021,12363,3
08/02/2021,12365,11
08/02/2021,11460,12
08/02/2021,6775,6
08/02/2021,7665,1
08/02/2021,8808,2
08/02/2021,10465,1
08/02/2021,11121,3
08/02/2021,6773,11
08/02/2021,8201,3
08/02/2021,12169,1
08/02/2021,9909,1
08/02/2021,10831,16
08/02/2021,9893,2
08/02/2021,12359,7
08/02/2021,11797,2
08/02/2021,6769,3
08/02/2021,11430,17
08/02/2021,11250,7
08/02/2021,12174,2
08/02/2021,8979,12
08/02/2021,6939,5
08/02/2021,12278,3
08/02/2021,12355,6
08/02/2021,9562,10
08/02/2021,6768,2
08/02/2021,10767,2
08/02/2021,10537,3
08/02/2021,9702,4
08/02/2021,7233,1
08/02/2021,10408,17
08/02/2021,12408,3
08/02/2021,11174,7
08/02/2021,12197,3
08/02/2021,11534,7
08/02/2021,11010,9
08/02/2021,11927,4
08/02/2021,9435,4
08/02/2021,11794,3
09/02/2021,8175,6
09/02/2021,11884,2
09/02/2021,11121,2
09/02/2021,7680,5
09/02/2021,9786,8
09/02/2021,8808,1
09/02/2021,12174,9
09/02/2021,6773,18
09/02/2021,12270,1
09/02/2021,11927,5
09/02/2021,10408,3
09/02/2021,12148,10
09/02/2021,10537,1
09/02/2021,12264,8
09/02/2021,9893,3
09/02/2021,12352,6
09/02/2021,10767,2
09/02/2021,6774,1
09/02/2021,12191,10
09/02/2021,11990,2
09/02/2021,10275,8
09/02/2021,12363,6
09/02/2021,11611,6
09/02/2021,11023,8
09/02/2021,7725,5
09/02/2021,12359,3
09/02/2021,6939,14
09/02/2021,9703,12
09/02/2021,10831,1
09/02/2021,10988,8
09/02/2021,6777,4
09/02/2021,12186,3
09/02/2021,10923,10
09/02/2021,11460,3
09/02/2021,9545,2
09/02/2021,8979,12
09/02/2021,12281,6
09/02/2021,6770,2
09/02/2021,9762,4
09/02/2021,11430,4
09/02/2021,9330,2
09/02/2021,10262,6
09/02/2021,6768,2
10/02/2021,11975,6
10/02/2021,10262,2
10/02/2021,8979,17
10/02/2021,11611,11
10/02/2021,12363,6
10/02/2021,12191,3
10/02/2021,11973,9
10/02/2021,11430,5
10/02/2021,9792,6
10/02/2021,11174,3
10/02/2021,6777,12
10/02/2021,9545,4
10/02/2021,12405,5
10/02/2021,11023,1
10/02/2021,9262,10
10/02/2021,9585,7
10/02/2021,11948,8
10/02/2021,11662,2
10/02/2021,10408,1
10/02/2021,7665,2
10/02/2021,10769,6
10/02/2021,6796,12
10/02/2021,12352,4
10/02/2021,12281,2
10/02/2021,6775,12
10/02/2021,11840,3
10/02/2021,9893,3
10/02/2021,12264,1
10/02/2021,6768,5
10/02/2021,9786,2
10/02/2021,9762,4
10/02/2021,10687,1
10/02/2021,11040,7
10/02/2021,10126,12
10/02/2021,12261,2
10/02/2021,10923,11
10/02/2021,11952,8
10/02/2021,9352,3
10/02/2021,12186,6
10/02/2021,6771,2
10/02/2021,11250,1
10/02/2021,9975,10
11/02/2021,11293,6
11/02/2021,6771,7
11/02/2021,11797,8
11/02/2021,11174,7
11/02/2021,9971,7
11/02/2021,9352,1
11/02/2021,9975,1
11/02/2021,12363,6
11/02/2021,12278,8
11/02/2021,10831,11
11/02/2021,12271,3
11/02/2021,10769,2
11/02/2021,12174,6
11/02/2021,6774,1
11/02/2021,10999,2
11/02/2021,11430,4
11/02/2021,11988,5
11/02/2021,11975,4
11/02/2021,7665,3
11/02/2021,9792,1
11/02/2021,10126,4
11/02/2021,12168,6
11/02/2021,10033,16
11/02/2021,6770,9
11/02/2021,11608,6
11/02/2021,9909,1
11/02/2021,11746,4
11/02/2021,11119,7
11/02/2021,6777,3
11/02/2021,12194,5
11/02/2021,12316,5
11/02/2021,9562,8
11/02/2021,6768,2
11/02/2021,11952,1
11/02/2021,8450,2
11/02/2021,6939,4
11/02/2021,9973,10
11/02/2021,10767,3
11/02/2021,11794,4
11/02/2021,6773,8
11/02/2021,11948,7
11/02/2021,11611,1
11/02/2021,11884,2
11/02/2021,9545,1
11/02/2021,11927,3
12/02/2021,12168,1
12/02/2021,12253,1
12/02/2021,12403,7
12/02/2021,7233,2
12/02/2021,11119,5
12/02/2021,11692,9
12/02/2021,10774,4
12/02/2021,11608,3
12/02/2021,11430,7
12/02/2021,10408,29
12/02/2021,11040,16
12/02/2021,8074,2
12/02/2021,11948,1
12/02/2021,11794,5
12/02/2021,11619,12
12/02/2021,12404,7
12/02/2021,9971,1
12/02/2021,10615,12
12/02/2021,9762,9
12/02/2021,8821,7
12/02/2021,12174,6
12/02/2021,11746,3
12/02/2021,6777,4
12/02/2021,12194,5
12/02/2021,10760,14
12/02/2021,11395,8
12/02/2021,6771,2
12/02/2021,11996,3
12/02/2021,10275,1
12/02/2021,9792,6
12/02/2021,9786,5
12/02/2021,10014,15
12/02/2021,10033,3
12/02/2021,6774,3
13/02/2021,12197,9
13/02/2021,6777,4
13/02/2021,11174,14
13/02/2021,9792,12
13/02/2021,6962,1
13/02/2021,11797,4
13/02/2021,11395,6
13/02/2021,9086,1
13/02/2021,10999,15
13/02/2021,9703,6
13/02/2021,11377,9
13/02/2021,7680,1
13/02/2021,9786,1
13/02/2021,9262,17
13/02/2021,10408,1
13/02/2021,9909,7
13/02/2021,11040,1
13/02/2021,11950,22
13/02/2021,12278,16
13/02/2021,12403,1
13/02/2021,10760,5
13/02/2021,8821,2
13/02/2021,11794,2
13/02/2021,6939,16
13/02/2021,12267,12
13/02/2021,12334,13
13/02/2021,10615,9
14/02/2021,9893,4
14/02/2021,8706,7
14/02/2021,11639,13
14/02/2021,12352,4
14/02/2021,6775,9
14/02/2021,9545,1
14/02/2021,9762,5
14/02/2021,6796,11
14/02/2021,9330,4
14/02/2021,10211,2
14/02/2021,6777,13
14/02/2021,7905,1
14/02/2021,9756,2
14/02/2021,11430,7
14/02/2021,6939,4
14/02/2021,12191,9
14/02/2021,11955,7
14/02/2021,11377,3
14/02/2021,12278,1
14/02/2021,7806,14
14/02/2021,6771,5
14/02/2021,7680,6
14/02/2021,8383,1
14/02/2021,11040,1
14/02/2021,9973,8
14/02/2021,11791,3
14/02/2021,11797,1
14/02/2021,8074,4
14/02/2021,11990,6
14/02/2021,11611,9
14/02/2021,12068,2
14/02/2021,10033,46
14/02/2021,12194,3
14/02/2021,9703,4
14/02/2021,11948,3
14/02/2021,11927,4
14/02/2021,6769,3
14/02/2021,11975,8
14/02/2021,6774,1
14/02/2021,11174,4
14/02/2021,10923,14
14/02/2021,11514,3
14/02/2021,12197,1
14/02/2021,12174,4
14/02/2021,12363,5
14/02/2021,11950,2
14/02/2021,12267,2
14/02/2021,7233,4
14/02/2021,11023,3
14/02/2021,11794,1
14/02/2021,11884,3
15/02/2021,9330,2
15/02/2021,11639,4
15/02/2021,8706,2
15/02/2021,10831,18
15/02/2021,12160,2
15/02/2021,12194,5
15/02/2021,9893,9
15/02/2021,11195,7
15/02/2021,9971,7
15/02/2021,9762,5
15/02/2021,11611,10
15/02/2021,11794,2
15/02/2021,10904,3
15/02/2021,11975,1
15/02/2021,11894,8
15/02/2021,10767,7
15/02/2021,11501,5
15/02/2021,9545,2
15/02/2021,9756,5
15/02/2021,9487,5
15/02/2021,11927,3
15/02/2021,11955,1
15/02/2021,10575,11
15/02/2021,11791,1
15/02/2021,6771,7
15/02/2021,12143,4
15/02/2021,6773,9
15/02/2021,10211,1
15/02/2021,11948,5
15/02/2021,11797,7
15/02/2021,9355,6
15/02/2021,11040,15
15/02/2021,10806,7
15/02/2021,12179,6
15/02/2021,12191,3
15/02/2021,10033,2
15/02/2021,9973,2
15/02/2021,6769,3
15/02/2021,12406,10
15/02/2021,12352,6
15/02/2021,10886,2
15/02/2021,8470,11
15/02/2021,12363,5
15/02/2021,12186,5
15/02/2021,10923,3
15/02/2021,9851,3
15/02/2021,12174,4
15/02/2021,12362,5
15/02/2021,6777,8
16/02/2021,12406,5
16/02/2021,6775,6
16/02/2021,11927,3
16/02/2021,12280,8
16/02/2021,6768,2
16/02/2021,12174,3
16/02/2021,6773,18
16/02/2021,12415,4
16/02/2021,10033,16
16/02/2021,7665,3
16/02/2021,11791,2
16/02/2021,11990,3
16/02/2021,10948,6
16/02/2021,12253,3
16/02/2021,9786,8
16/02/2021,10806,3
16/02/2021,11884,3
16/02/2021,6774,5
16/02/2021,11469,13
16/02/2021,10126,19
16/02/2021,6939,14
16/02/2021,11010,11
16/02/2021,11430,6
16/02/2021,12186,2
16/02/2021,11119,5
16/02/2021,8082,3
16/02/2021,10767,1
16/02/2021,11996,1
16/02/2021,12269,5
16/02/2021,12352,4
16/02/2021,9893,6
16/02/2021,9703,4
16/02/2021,10575,4
16/02/2021,9262,10
16/02/2021,12034,6
16/02/2021,8821,2
16/02/2021,10831,5
16/02/2021,12271,4
16/02/2021,12179,1
16/02/2021,9756,4
16/02/2021,11948,5
16/02/2021,12194,3
16/02/2021,9355,2
16/02/2021,12363,3
16/02/2021,6770,1
16/02/2021,9971,5
16/02/2021,9487,1
17/02/2021,11534,5
17/02/2021,9893,10
17/02/2021,6888,12
17/02/2021,12270,4
17/02/2021,11990,4
17/02/2021,11040,7
17/02/2021,12186,5
17/02/2021,12355,4
17/02/2021,11250,12
17/02/2021,12174,4
17/02/2021,6939,1
17/02/2021,7680,1
17/02/2021,6769,1
17/02/2021,10408,6
17/02/2021,10126,3
17/02/2021,10033,22
17/02/2021,12261,3
17/02/2021,12280,1
17/02/2021,6774,1
17/02/2021,9435,12
17/02/2021,10948,4
17/02/2021,12352,5
17/02/2021,7665,1
17/02/2021,12194,4
17/02/2021,9660,15
17/02/2021,12269,3
17/02/2021,6771,15
17/02/2021,6777,2
17/02/2021,11794,2
17/02/2021,11948,1
17/02/2021,9792,3
17/02/2021,9330,1
17/02/2021,10923,8
17/02/2021,10999,4
17/02/2021,11791,1
17/02/2021,10904,2
17/02/2021,9355,3
17/02/2021,11430,11
17/02/2021,9762,8
18/02/2021,11611,8
18/02/2021,12355,1
18/02/2021,9762,2
18/02/2021,11883,11
18/02/2021,11948,7
18/02/2021,6768,7
18/02/2021,7665,1
18/02/2021,6770,12
18/02/2021,12264,6
18/02/2021,12273,1
18/02/2021,9435,2
18/02/2021,7725,3
18/02/2021,9893,4
18/02/2021,9792,5
18/02/2021,9073,3
18/02/2021,6773,11
18/02/2021,11927,2
18/02/2021,9660,1
18/02/2021,8073,3
18/02/2021,12194,4
18/02/2021,11430,3
18/02/2021,9909,1
18/02/2021,11990,3
18/02/2021,10211,2
18/02/2021,11250,2
18/02/2021,9422,6
18/02/2021,6771,10
18/02/2021,11662,2
18/02/2021,11175,15
18/02/2021,9355,1
18/02/2021,11884,1
18/02/2021,10408,3
18/02/2021,11040,11
18/02/2021,12410,6
18/02/2021,11515,9
18/02/2021,6777,3
18/02/2021,12186,1
18/02/2021,11174,5
18/02/2021,9851,2
18/02/2021,6939,6
18/02/2021,11501,12
18/02/2021,10904,1
18/02/2021,10525,9
18/02/2021,10255,10
18/02/2021,12363,2
18/02/2021,9487,1
18/02/2021,9756,3
18/02/2021,8074,6
18/02/2021,8821,5
18/02/2021,9729,6
19/02/2021,9703,5
19/02/2021,6768,2
19/02/2021,6769,2
19/02/2021,10525,4
19/02/2021,10946,15
19/02/2021,7306,5
19/02/2021,9562,7
19/02/2021,11175,2
19/02/2021,12191,13
19/02/2021,12352,16
19/02/2021,6939,8
19/02/2021,12186,6
19/02/2021,11883,2
19/02/2021,12405,5
19/02/2021,12410,2
19/02/2021,12278,7
19/02/2021,12180,13
19/02/2021,11174,2
19/02/2021,10767,6
19/02/2021,11501,1
19/02/2021,9729,4
19/02/2021,12105,8
19/02/2021,10999,5
19/02/2021,9792,4
19/02/2021,10255,3
19/02/2021,9262,14
19/02/2021,12264,9
19/02/2021,11460,9
19/02/2021,8821,2
19/02/2021,9971,13
19/02/2021,11515,2
20/02/2021,9703,1
20/02/2021,9702,15
20/02/2021,8221,1
20/02/2021,12191,2
20/02/2021,11460,1
20/02/2021,12105,1
20/02/2021,6774,4
20/02/2021,12278,1
20/02/2021,11501,1
20/02/2021,11950,13
20/02/2021,11040,12
20/02/2021,7680,2
20/02/2021,9352,6
20/02/2021,11883,1
20/02/2021,12352,2
20/02/2021,10806,8
20/02/2021,9762,18
20/02/2021,11982,19
20/02/2021,8706,6
20/02/2021,10946,2
20/02/2021,9971,2
20/02/2021,10255,10
20/02/2021,12264,6
20/02/2021,11515,16
20/02/2021,12405,1
20/02/2021,9792,18
21/02/2021,11794,2
21/02/2021,12363,5
21/02/2021,9762,2
21/02/2021,10408,8
21/02/2021,12194,2
21/02/2021,11920,1
21/02/2021,8074,5
21/02/2021,12364,3
21/02/2021,11040,5
21/02/2021,6771,12
21/02/2021,11515,2
21/02/2021,12356,9
21/02/2021,9786,1
21/02/2021,11611,8
21/02/2021,9756,4
21/02/2021,9262,12
21/02/2021,6769,1
21/02/2021,6774,1
21/02/2021,12174,5
21/02/2021,6939,12
21/02/2021,11377,9
21/02/2021,8470,12
21/02/2021,7233,1
21/02/2021,9702,4
21/02/2021,6775,4
21/02/2021,9352,3
21/02/2021,9893,5
21/02/2021,6535,9
21/02/2021,10255,2
21/02/2021,12197,5
21/02/2021,10769,9
21/02/2021,11748,5
21/02/2021,11950,1
21/02/2021,10831,2
21/02/2021,11982,5
21/02/2021,8979,14
21/02/2021,6770,11
21/02/2021,8821,4
21/02/2021,10806,5
21/02/2021,7725,3
21/02/2021,12352,3
21/02/2021,11948,4
21/02/2021,12261,6
21/02/2021,10262,10
21/02/2021,9792,2
21/02/2021,11884,3
21/02/2021,10774,4
21/02/2021,11430,3
21/02/2021,11927,2
21/02/2021,11791,5
22/02/2021,11948,1
22/02/2021,10992,4
22/02/2021,12408,8
22/02/2021,10014,7
22/02/2021,10942,12
22/02/2021,9893,6
22/02/2021,8201,1
22/02/2021,12261,1
22/02/2021,11174,3
22/02/2021,11894,7
22/02/2021,9762,18
22/02/2021,12278,6
22/02/2021,11250,9
22/02/2021,12364,1
22/02/2021,9756,4
22/02/2021,12273,3
22/02/2021,6771,9
22/02/2021,9973,11
22/02/2021,12316,6
22/02/2021,11797,6
22/02/2021,10408,2
22/02/2021,10769,3
22/02/2021,10033,37
22/02/2021,10202,3
22/02/2021,11990,4
22/02/2021,6773,16
22/02/2021,11377,1
22/02/2021,12194,4
22/02/2021,11430,9
22/02/2021,11010,14
22/02/2021,6939,3
22/02/2021,11791,4
22/02/2021,11927,5
22/02/2021,9786,1
22/02/2021,6775,3
22/02/2021,9487,4
22/02/2021,12174,7
22/02/2021,12281,6
22/02/2021,12352,4
22/02/2021,12186,4
22/02/2021,10262,1
22/02/2021,6768,1
23/02/2021,8808,1
23/02/2021,11927,5
23/02/2021,11174,2
23/02/2021,11948,5
23/02/2021,11748,7
23/02/2021,8383,1
23/02/2021,6769,1
23/02/2021,11791,1
23/02/2021,12253,1
23/02/2021,12194,3
23/02/2021,9562,8
23/02/2021,11430,14
23/02/2021,8821,6
23/02/2021,11040,9
23/02/2021,12362,3
23/02/2021,6939,7
23/02/2021,12363,4
23/02/2021,12148,8
23/02/2021,12186,2
23/02/2021,6773,12
23/02/2021,12281,1
23/02/2021,11894,1
23/02/2021,10126,7
23/02/2021,10211,3
23/02/2021,11250,1
23/02/2021,9703,6
23/02/2021,11674,2
23/02/2021,9909,8
23/02/2021,6777,6
23/02/2021,6775,4
23/02/2021,12354,6
23/02/2021,9973,2
23/02/2021,9756,4
23/02/2021,9762,1
23/02/2021,6770,1
23/02/2021,9893,4
23/02/2021,7665,2
23/02/2021,12352,5
23/02/2021,7680,2
23/02/2021,10992,2
23/02/2021,10408,12
23/02/2021,8075,5
23/02/2021,11611,21
23/02/2021,6768,9
23/02/2021,10946,13
23/02/2021,12280,4
23/02/2021,6774,1
23/02/2021,10014,5
23/02/2021,9487,1
23/02/2021,8082,5
24/02/2021,10904,2
24/02/2021,9975,4
24/02/2021,12363,6
24/02/2021,10255,22
24/02/2021,6888,9
24/02/2021,10126,7
24/02/2021,11040,1
24/02/2021,11430,7
24/02/2021,9435,12
24/02/2021,6939,19
24/02/2021,12362,2
24/02/2021,9851,1
24/02/2021,12186,3
24/02/2021,6774,3
24/02/2021,12169,6
24/02/2021,10275,8
24/02/2021,6769,3
24/02/2021,11534,7
24/02/2021,11948,7
24/02/2021,6771,2
24/02/2021,11797,3
24/02/2021,11990,5
24/02/2021,9355,6
24/02/2021,6775,6
24/02/2021,6796,9
24/02/2021,8979,6
24/02/2021,9792,9
24/02/2021,12410,5
24/02/2021,12178,1
24/02/2021,7680,4
24/02/2021,10847,1
24/02/2021,10760,11
24/02/2021,12266,4
24/02/2021,12354,3
24/02/2021,6768,11
24/02/2021,12313,1
24/02/2021,7665,2
24/02/2021,6777,3
24/02/2021,10946,1
24/02/2021,10999,5
24/02/2021,10575,4
24/02/2021,12280,3
24/02/2021,9893,5
24/02/2021,7893,4
25/02/2021,12186,4
25/02/2021,6777,10
25/02/2021,11023,3
25/02/2021,6771,11
25/02/2021,12363,7
25/02/2021,12267,5
25/02/2021,6768,4
25/02/2021,10255,1
25/02/2021,11794,7
25/02/2021,12353,9
25/02/2021,9893,5
25/02/2021,12352,2
25/02/2021,9330,5
25/02/2021,9435,2
25/02/2021,6770,2
25/02/2021,9756,5
25/02/2021,8979,13
25/02/2021,9975,2
25/02/2021,11973,13
25/02/2021,10575,1
25/02/2021,11948,6
25/02/2021,9422,7
25/02/2021,12019,9
25/02/2021,12016,11
25/02/2021,12278,9
25/02/2021,12410,1
25/02/2021,10767,4
25/02/2021,11927,3
25/02/2021,8808,1
25/02/2021,9702,12
25/02/2021,10760,4
25/02/2021,6773,10
25/02/2021,12174,6
25/02/2021,7893,1
25/02/2021,9973,12
25/02/2021,12403,6
25/02/2021,11430,2
25/02/2021,9762,2
25/02/2021,11250,10
25/02/2021,10561,15
25/02/2021,12194,4
25/02/2021,12356,2
25/02/2021,10999,6
25/02/2021,10831,11
26/02/2021,11990,6
