date,Releasing_Doctor,sum
20/03/2022,10923,7
20/03/2022,1032,4
20/03/2022,10322,2
20/03/2022,12760,1
20/03/2022,8074,3
20/03/2022,10525,6
20/03/2022,7680,16
20/03/2022,9786,18
20/03/2022,10126,21
20/03/2022,6861,8
20/03/2022,11953,19
20/03/2022,10275,10
20/03/2022,11794,1
20/03/2022,12857,2
20/03/2022,11443,2
20/03/2022,10343,1
20/03/2022,11233,11
20/03/2022,12180,5
20/03/2022,1048,4
20/03/2022,12629,11
20/03/2022,12861,4
20/03/2022,11501,1
20/03/2022,11611,2
20/03/2022,7725,12
20/03/2022,10811,2
20/03/2022,10535,5
20/03/2022,12398,7
20/03/2022,9893,6
20/03/2022,12663,6
20/03/2022,12920,2
20/03/2022,12345,3
20/03/2022,12666,3
20/03/2022,6770,2
20/03/2022,10465,1
20/03/2022,9582,5
20/03/2022,12915,1
20/03/2022,6771,10
20/03/2022,11990,7
20/03/2022,11883,4
20/03/2022,12664,1
20/03/2022,11744,1
20/03/2022,12105,3
20/03/2022,12620,5
20/03/2022,12648,4
21/03/2022,10946,6
21/03/2022,6769,1
21/03/2022,11791,4
21/03/2022,8808,2
21/03/2022,6777,4
21/03/2022,12334,6
21/03/2022,10322,4
21/03/2022,11611,6
21/03/2022,1032,4
21/03/2022,7680,1
21/03/2022,12940,2
21/03/2022,7893,6
21/03/2022,9749,1
21/03/2022,9422,11
21/03/2022,11883,2
21/03/2022,9703,16
21/03/2022,6771,8
21/03/2022,11990,1
21/03/2022,6773,13
21/03/2022,11119,4
21/03/2022,11501,5
21/03/2022,12478,3
21/03/2022,12861,5
21/03/2022,9973,1
21/03/2022,12019,5
21/03/2022,11989,18
21/03/2022,11534,12
21/03/2022,9786,1
21/03/2022,1048,5
21/03/2022,12620,5
21/03/2022,1053,1
21/03/2022,12510,1
21/03/2022,11175,24
21/03/2022,11437,17
21/03/2022,6775,1
21/03/2022,12666,4
21/03/2022,1014,1
21/03/2022,11195,8
21/03/2022,12913,19
21/03/2022,9641,1
21/03/2022,10831,3
21/03/2022,1024,5
21/03/2022,12517,3
21/03/2022,11443,4
21/03/2022,12398,1
21/03/2022,11293,3
21/03/2022,11233,8
21/03/2022,12665,7
21/03/2022,12629,3
21/03/2022,9893,4
21/03/2022,10923,18
22/03/2022,12861,2
22/03/2022,11443,8
22/03/2022,11794,5
22/03/2022,9749,1
22/03/2022,12930,1
22/03/2022,1024,3
22/03/2022,11165,1
22/03/2022,9973,18
22/03/2022,12857,1
22/03/2022,11023,10
22/03/2022,10811,7
22/03/2022,12913,4
22/03/2022,6861,2
22/03/2022,1048,4
22/03/2022,9786,7
22/03/2022,12851,9
22/03/2022,6771,2
22/03/2022,12478,4
22/03/2022,10465,1
22/03/2022,6777,12
22/03/2022,6773,11
22/03/2022,11175,3
22/03/2022,6937,9
22/03/2022,10923,1
22/03/2022,11791,1
22/03/2022,12593,4
22/03/2022,12729,9
22/03/2022,6770,6
22/03/2022,9703,3
22/03/2022,1059,1
22/03/2022,11883,1
22/03/2022,11920,1
22/03/2022,1014,1
22/03/2022,11437,8
22/03/2022,12620,11
22/03/2022,11460,7
22/03/2022,9562,11
22/03/2022,8706,10
22/03/2022,9019,1
22/03/2022,10255,13
22/03/2022,9281,5
22/03/2022,12422,2
22/03/2022,10275,6
22/03/2022,12398,4
22/03/2022,7893,2
22/03/2022,11501,20
22/03/2022,12345,3
22/03/2022,12666,1
22/03/2022,1025,1
22/03/2022,1032,5
22/03/2022,8808,1
22/03/2022,12927,6
22/03/2022,6774,3
22/03/2022,8075,4
22/03/2022,10408,2
23/03/2022,6771,7
23/03/2022,1053,1
23/03/2022,6861,8
23/03/2022,12010,2
23/03/2022,10988,10
23/03/2022,12600,1
23/03/2022,9973,1
23/03/2022,9749,6
23/03/2022,9281,4
23/03/2022,12927,4
23/03/2022,11611,16
23/03/2022,10313,16
23/03/2022,12593,3
23/03/2022,1024,5
23/03/2022,1043,1
23/03/2022,12316,2
23/03/2022,11990,4
23/03/2022,12666,3
23/03/2022,12664,9
23/03/2022,12345,2
23/03/2022,12147,7
23/03/2022,12861,4
23/03/2022,10525,10
23/03/2022,11501,2
23/03/2022,8450,1
23/03/2022,12620,5
23/03/2022,1056,1
23/03/2022,8706,1
23/03/2022,12913,4
23/03/2022,12398,6
23/03/2022,12478,5
23/03/2022,9893,3
23/03/2022,6775,3
23/03/2022,10202,8
23/03/2022,11377,11
23/03/2022,9436,14
23/03/2022,12461,15
23/03/2022,11953,8
23/03/2022,11460,5
23/03/2022,11023,3
23/03/2022,12019,3
23/03/2022,11794,1
23/03/2022,10255,10
23/03/2022,12017,7
23/03/2022,9851,4
23/03/2022,11430,16
23/03/2022,12665,5
23/03/2022,6769,2
23/03/2022,10033,16
23/03/2022,11443,4
23/03/2022,12633,9
23/03/2022,12915,1
23/03/2022,10923,11
24/03/2022,10575,13
24/03/2022,12620,5
24/03/2022,12886,1
24/03/2022,6774,1
24/03/2022,6773,11
24/03/2022,11611,2
24/03/2022,11377,4
24/03/2022,6777,1
24/03/2022,12665,8
24/03/2022,10923,7
24/03/2022,1024,16
24/03/2022,9893,6
24/03/2022,11293,15
24/03/2022,12345,4
24/03/2022,11797,20
24/03/2022,12124,12
24/03/2022,11990,2
24/03/2022,12664,3
24/03/2022,12913,6
24/03/2022,9973,6
24/03/2022,12461,3
24/03/2022,6770,2
24/03/2022,9355,1
24/03/2022,7893,1
24/03/2022,11989,14
24/03/2022,12600,4
24/03/2022,6775,15
24/03/2022,11887,13
24/03/2022,1027,2
24/03/2022,11233,12
24/03/2022,11981,1
24/03/2022,10313,8
24/03/2022,12593,6
24/03/2022,9749,1
24/03/2022,11791,3
24/03/2022,10202,1
24/03/2022,12931,1
24/03/2022,12019,8
24/03/2022,10769,11
24/03/2022,10525,4
24/03/2022,11794,8
24/03/2022,10255,8
24/03/2022,10126,14
24/03/2022,11430,2
24/03/2022,6769,2
24/03/2022,11167,1
24/03/2022,12857,1
24/03/2022,12147,2
24/03/2022,6861,12
24/03/2022,10275,3
24/03/2022,12422,3
25/03/2022,12599,1
25/03/2022,1027,1
25/03/2022,9786,6
25/03/2022,8821,10
25/03/2022,1061,5
25/03/2022,12648,5
25/03/2022,9851,8
25/03/2022,8074,2
25/03/2022,11989,4
25/03/2022,11501,26
25/03/2022,11990,9
25/03/2022,12105,5
25/03/2022,10262,17
25/03/2022,8071,4
25/03/2022,10487,13
25/03/2022,10760,26
25/03/2022,10923,7
25/03/2022,12850,6
25/03/2022,9095,14
25/03/2022,10876,1
25/03/2022,6769,5
25/03/2022,11791,2
25/03/2022,11293,1
25/03/2022,12124,1
25/03/2022,10769,3
25/03/2022,9562,5
25/03/2022,6861,4
25/03/2022,12923,1
25/03/2022,12345,5
25/03/2022,12666,3
25/03/2022,12019,1
25/03/2022,1024,2
25/03/2022,11887,5
25/03/2022,10575,1
25/03/2022,11233,1
25/03/2022,10202,4
25/03/2022,12729,1
25/03/2022,12461,15
25/03/2022,12926,7
26/03/2022,10202,1
26/03/2022,9487,1
26/03/2022,12691,1
26/03/2022,11430,28
26/03/2022,9786,3
26/03/2022,1061,3
26/03/2022,6769,4
26/03/2022,11797,4
26/03/2022,11501,2
26/03/2022,12518,17
26/03/2022,10487,7
26/03/2022,11250,2
26/03/2022,12713,12
26/03/2022,12180,1
26/03/2022,1054,7
26/03/2022,10923,26
26/03/2022,12690,14
26/03/2022,11325,1
26/03/2022,11794,5
26/03/2022,12599,1
26/03/2022,12461,1
26/03/2022,10262,11
26/03/2022,10615,23
26/03/2022,12105,3
26/03/2022,11990,1
26/03/2022,8821,2
26/03/2022,11989,19
26/03/2022,7893,11
26/03/2022,1041,6
26/03/2022,10760,3
26/03/2022,12478,6
26/03/2022,11293,21
27/03/2022,12666,9
27/03/2022,9973,27
27/03/2022,11794,3
27/03/2022,6861,4
27/03/2022,12034,9
27/03/2022,10947,1
27/03/2022,12010,1
27/03/2022,10615,5
27/03/2022,1054,2
27/03/2022,8074,4
27/03/2022,11443,15
27/03/2022,11989,1
27/03/2022,11430,4
27/03/2022,7680,6
27/03/2022,8383,1
27/03/2022,1032,2
27/03/2022,1056,1
27/03/2022,1048,3
27/03/2022,12593,6
27/03/2022,10923,8
27/03/2022,12861,5
27/03/2022,10126,22
27/03/2022,12622,7
27/03/2022,10811,16
27/03/2022,9851,1
27/03/2022,11293,5
27/03/2022,11250,1
27/03/2022,12398,6
27/03/2022,12518,1
27/03/2022,6777,25
27/03/2022,11883,5
27/03/2022,10275,34
27/03/2022,7893,1
27/03/2022,12620,3
27/03/2022,8706,13
27/03/2022,9281,10
27/03/2022,12690,1
27/03/2022,6775,5
27/03/2022,11990,3
27/03/2022,10525,7
27/03/2022,9893,8
27/03/2022,11484,3
27/03/2022,7725,1
27/03/2022,11611,6
27/03/2022,1024,4
27/03/2022,6774,3
27/03/2022,12490,9
27/03/2022,1025,1
27/03/2022,10762,14
27/03/2022,11482,1
27/03/2022,6771,12
28/03/2022,11990,3
28/03/2022,11408,7
28/03/2022,12506,1
28/03/2022,9893,6
28/03/2022,11883,10
28/03/2022,11178,1
28/03/2022,12017,5
28/03/2022,12679,1
28/03/2022,12861,6
28/03/2022,9641,1
28/03/2022,11840,16
28/03/2022,10033,7
28/03/2022,11443,4
28/03/2022,6777,5
28/03/2022,12148,14
28/03/2022,6771,8
28/03/2022,10923,4
28/03/2022,12666,2
28/03/2022,12345,3
28/03/2022,1056,8
28/03/2022,12398,3
28/03/2022,12663,1
28/03/2022,12913,11
28/03/2022,1024,5
28/03/2022,10762,1
28/03/2022,6768,5
28/03/2022,12490,4
28/03/2022,8450,2
28/03/2022,12620,6
28/03/2022,12593,1
28/03/2022,6888,2
28/03/2022,1032,4
28/03/2022,12622,1
28/03/2022,12010,1
28/03/2022,9973,1
28/03/2022,11501,19
28/03/2022,1069,1
28/03/2022,11119,9
28/03/2022,6773,14
28/03/2022,9703,2
28/03/2022,12658,1
28/03/2022,11377,8
28/03/2022,1048,4
28/03/2022,9281,3
28/03/2022,1090,2
28/03/2022,12920,4
28/03/2022,10525,1
28/03/2022,11791,5
28/03/2022,11611,17
28/03/2022,10275,1
28/03/2022,10806,9
28/03/2022,9851,1
28/03/2022,10811,2
28/03/2022,10322,27
28/03/2022,6861,11
28/03/2022,11794,1
29/03/2022,12664,12
29/03/2022,12599,2
29/03/2022,12861,1
29/03/2022,12620,2
29/03/2022,10795,7
29/03/2022,12591,8
29/03/2022,12510,2
29/03/2022,11377,1
29/03/2022,10575,11
29/03/2022,10262,15
29/03/2022,10033,5
29/03/2022,12923,1
29/03/2022,12345,3
29/03/2022,9973,30
29/03/2022,12666,3
29/03/2022,11175,2
29/03/2022,6939,14
29/03/2022,11119,1
29/03/2022,9786,13
29/03/2022,12927,4
29/03/2022,11174,4
29/03/2022,7111,2
29/03/2022,11791,1
29/03/2022,10806,1
29/03/2022,6769,2
29/03/2022,6775,4
29/03/2022,10923,7
29/03/2022,11674,8
29/03/2022,6773,14
29/03/2022,7233,2
29/03/2022,11611,1
29/03/2022,10275,9
29/03/2022,10322,1
29/03/2022,12180,4
29/03/2022,12913,3
29/03/2022,11953,6
29/03/2022,1032,4
29/03/2022,6768,1
29/03/2022,1024,3
29/03/2022,10202,3
29/03/2022,6861,8
29/03/2022,12587,9
29/03/2022,12665,1
29/03/2022,8808,1
29/03/2022,8206,1
29/03/2022,8706,12
29/03/2022,1056,5
29/03/2022,11443,6
29/03/2022,1048,4
29/03/2022,6770,1
29/03/2022,6892,13
29/03/2022,10942,9
29/03/2022,9893,5
29/03/2022,11408,1
30/03/2022,10262,6
30/03/2022,9973,1
30/03/2022,12587,2
30/03/2022,10615,19
30/03/2022,1061,1
30/03/2022,12334,6
30/03/2022,11989,1
30/03/2022,11883,6
30/03/2022,12691,4
30/03/2022,7306,10
30/03/2022,6775,12
30/03/2022,11794,2
30/03/2022,10923,18
30/03/2022,10126,14
30/03/2022,6939,1
30/03/2022,12692,2
30/03/2022,8706,1
30/03/2022,12933,1
30/03/2022,11174,3
30/03/2022,12665,4
30/03/2022,6777,5
30/03/2022,8450,1
30/03/2022,11250,5
30/03/2022,11443,4
30/03/2022,11611,7
30/03/2022,12940,1
30/03/2022,10275,29
30/03/2022,12142,2
30/03/2022,9893,3
30/03/2022,6861,3
30/03/2022,10575,3
30/03/2022,12620,5
30/03/2022,7596,10
30/03/2022,12929,1
30/03/2022,1090,2
30/03/2022,10795,3
30/03/2022,1021,1
30/03/2022,9851,3
30/03/2022,12345,4
30/03/2022,12591,2
30/03/2022,12180,1
30/03/2022,6771,10
30/03/2022,12664,3
30/03/2022,11953,11
30/03/2022,12017,1
30/03/2022,6768,4
30/03/2022,10769,10
30/03/2022,11981,1
30/03/2022,11674,1
30/03/2022,10831,6
30/03/2022,12593,4
30/03/2022,11233,15
31/03/2022,7306,5
31/03/2022,12506,4
31/03/2022,12663,4
31/03/2022,11250,1
31/03/2022,12142,1
31/03/2022,12620,3
31/03/2022,6777,7
31/03/2022,6773,10
31/03/2022,11674,15
31/03/2022,7893,1
31/03/2022,12729,1
31/03/2022,12666,2
31/03/2022,10762,9
31/03/2022,12665,4
31/03/2022,10262,1
31/03/2022,7233,10
31/03/2022,9909,7
31/03/2022,10465,2
31/03/2022,1059,3
31/03/2022,8447,1
31/03/2022,11883,3
31/03/2022,1032,3
31/03/2022,12593,4
31/03/2022,10923,5
31/03/2022,11611,4
31/03/2022,11840,1
31/03/2022,11233,6
31/03/2022,11791,2
31/03/2022,11174,10
31/03/2022,12180,7
31/03/2022,11794,2
31/03/2022,12633,9
31/03/2022,12010,17
31/03/2022,9973,10
31/03/2022,6861,2
31/03/2022,12129,12
31/03/2022,12510,1
31/03/2022,8808,2
31/03/2022,12691,1
31/03/2022,12933,9
31/03/2022,11953,2
31/03/2022,10676,11
31/03/2022,10615,8
31/03/2022,1048,4
31/03/2022,6768,8
31/03/2022,6771,9
31/03/2022,1024,4
31/03/2022,11990,13
31/03/2022,10275,1
31/03/2022,12857,1
31/03/2022,9703,18
31/03/2022,12861,5
31/03/2022,7725,13
31/03/2022,10769,4
31/03/2022,11195,7
31/03/2022,8074,2
31/03/2022,12398,1
01/04/2022,12663,2
01/04/2022,10262,32
01/04/2022,11437,25
01/04/2022,11165,2
01/04/2022,12720,3
01/04/2022,9909,1
01/04/2022,6861,4
01/04/2022,12336,1
01/04/2022,12622,10
01/04/2022,11953,8
01/04/2022,10525,11
01/04/2022,12592,3
01/04/2022,12124,14
01/04/2022,1025,3
01/04/2022,11990,1
01/04/2022,11791,4
01/04/2022,6771,7
01/04/2022,9973,35
01/04/2022,12713,10
01/04/2022,12933,1
01/04/2022,12916,2
01/04/2022,10676,3
01/04/2022,6777,8
01/04/2022,11443,8
01/04/2022,12591,2
01/04/2022,10762,5
01/04/2022,11674,1
01/04/2022,9703,3
01/04/2022,11840,17
01/04/2022,10535,11
01/04/2022,12129,4
02/04/2022,10525,1
02/04/2022,11365,17
02/04/2022,12920,2
02/04/2022,11990,6
02/04/2022,10262,5
02/04/2022,10202,3
02/04/2022,1060,12
02/04/2022,12926,4
02/04/2022,6939,20
02/04/2022,9973,1
02/04/2022,9786,4
02/04/2022,12656,6
02/04/2022,11953,4
02/04/2022,12461,9
02/04/2022,11611,11
02/04/2022,10545,1
02/04/2022,12124,3
02/04/2022,12591,1
02/04/2022,10535,5
02/04/2022,6768,6
02/04/2022,11293,25
02/04/2022,6769,4
02/04/2022,12422,3
02/04/2022,11791,2
02/04/2022,11840,3
02/04/2022,8706,7
02/04/2022,12713,1
02/04/2022,11437,6
02/04/2022,12663,7
02/04/2022,10760,31
03/04/2022,8074,1
03/04/2022,11794,4
03/04/2022,11365,5
03/04/2022,6861,4
03/04/2022,1060,2
03/04/2022,12506,1
03/04/2022,11175,14
03/04/2022,10126,14
03/04/2022,6771,11
03/04/2022,1092,3
03/04/2022,1027,3
03/04/2022,12147,4
03/04/2022,11443,21
03/04/2022,6775,4
03/04/2022,6777,25
03/04/2022,10760,5
03/04/2022,6770,2
03/04/2022,9851,4
03/04/2022,1048,4
03/04/2022,11744,1
03/04/2022,12664,3
03/04/2022,10923,30
03/04/2022,11990,2
03/04/2022,11293,6
03/04/2022,12583,2
03/04/2022,10465,6
03/04/2022,12760,1
03/04/2022,12720,10
03/04/2022,9786,5
03/04/2022,10837,1
03/04/2022,10811,7
03/04/2022,6939,3
03/04/2022,11501,25
03/04/2022,12759,1
03/04/2022,12648,8
03/04/2022,12663,1
03/04/2022,12461,1
03/04/2022,11883,7
03/04/2022,12920,1
03/04/2022,1025,5
03/04/2022,11887,13
03/04/2022,1059,1
03/04/2022,12593,6
03/04/2022,10322,9
03/04/2022,11174,5
03/04/2022,10575,13
03/04/2022,9893,6
03/04/2022,10275,26
03/04/2022,12010,1
03/04/2022,12497,1
04/04/2022,1025,6
04/04/2022,12595,4
04/04/2022,1018,3
04/04/2022,12147,4
04/04/2022,10343,1
04/04/2022,12600,13
04/04/2022,12593,2
04/04/2022,9909,6
04/04/2022,11797,18
04/04/2022,11501,2
04/04/2022,10946,16
04/04/2022,11174,12
04/04/2022,11887,3
04/04/2022,6777,4
04/04/2022,6861,1
04/04/2022,12345,4
04/04/2022,12656,4
04/04/2022,9281,10
04/04/2022,6769,5
04/04/2022,9262,2
04/04/2022,10811,2
04/04/2022,7306,2
04/04/2022,9851,3
04/04/2022,1013,5
04/04/2022,10313,11
04/04/2022,12510,4
04/04/2022,12010,4
04/04/2022,6775,17
04/04/2022,9893,6
04/04/2022,10275,5
04/04/2022,6768,4
04/04/2022,10575,4
04/04/2022,12696,2
04/04/2022,9562,15
04/04/2022,6773,13
04/04/2022,12461,22
04/04/2022,11611,1
04/04/2022,10676,13
04/04/2022,11443,4
04/04/2022,12316,4
04/04/2022,11175,6
04/04/2022,1027,2
04/04/2022,12664,5
04/04/2022,10322,19
04/04/2022,6771,1
04/04/2022,12720,1
05/04/2022,9973,17
05/04/2022,11797,5
05/04/2022,12010,3
05/04/2022,11430,11
05/04/2022,6861,5
05/04/2022,1007,1
05/04/2022,10942,14
05/04/2022,11501,7
05/04/2022,6939,16
05/04/2022,1025,3
05/04/2022,11365,1
05/04/2022,1059,14
05/04/2022,8808,1
05/04/2022,11674,2
05/04/2022,12316,2
05/04/2022,11174,4
05/04/2022,9786,8
05/04/2022,6771,9
05/04/2022,12461,5
05/04/2022,12666,3
05/04/2022,10465,1
05/04/2022,12720,3
05/04/2022,6770,1
05/04/2022,12663,7
05/04/2022,1048,4
05/04/2022,10676,4
05/04/2022,10575,13
05/04/2022,10188,3
05/04/2022,9893,4
05/04/2022,11883,2
05/04/2022,1027,1
05/04/2022,12664,14
05/04/2022,12861,2
05/04/2022,12656,1
05/04/2022,12147,3
05/04/2022,10923,6
05/04/2022,6888,14
05/04/2022,6773,9
05/04/2022,11443,8
05/04/2022,12920,2
05/04/2022,9262,5
05/04/2022,12927,3
05/04/2022,10831,5
05/04/2022,10313,7
05/04/2022,10795,11
05/04/2022,11293,15
05/04/2022,6769,3
05/04/2022,12696,1
05/04/2022,11611,6
05/04/2022,10811,9
05/04/2022,9281,1
05/04/2022,12398,8
05/04/2022,1018,2
06/04/2022,10798,5
06/04/2022,9355,1
06/04/2022,10213,1
06/04/2022,11794,7
06/04/2022,12663,5
06/04/2022,11443,4
06/04/2022,12691,7
06/04/2022,11430,5
06/04/2022,10795,5
06/04/2022,11990,3
06/04/2022,12147,2
06/04/2022,6769,2
06/04/2022,9893,8
06/04/2022,12398,1
06/04/2022,12600,7
06/04/2022,11534,7
06/04/2022,12696,2
06/04/2022,11883,7
06/04/2022,9973,3
06/04/2022,6861,7
06/04/2022,9851,2
06/04/2022,12461,22
06/04/2022,11119,12
06/04/2022,10923,7
06/04/2022,11293,4
06/04/2022,10126,11
06/04/2022,12720,3
06/04/2022,11195,8
06/04/2022,9703,11
06/04/2022,1059,4
06/04/2022,6777,8
06/04/2022,12664,1
06/04/2022,7306,12
06/04/2022,1096,1
06/04/2022,10575,3
06/04/2022,12656,4
06/04/2022,1061,1
06/04/2022,10322,22
06/04/2022,12010,5
06/04/2022,10188,3
06/04/2022,10762,12
06/04/2022,6775,12
06/04/2022,12510,2
06/04/2022,12594,7
06/04/2022,11611,14
06/04/2022,9749,1
06/04/2022,1055,3
06/04/2022,12916,6
07/04/2022,6962,1
07/04/2022,9893,8
07/04/2022,10322,1
07/04/2022,6775,1
07/04/2022,12306,6
07/04/2022,11883,5
07/04/2022,12398,10
07/04/2022,6768,8
07/04/2022,9086,1
07/04/2022,6770,2
07/04/2022,11791,1
07/04/2022,10275,4
07/04/2022,10806,12
07/04/2022,12720,1
07/04/2022,7306,19
07/04/2022,12696,1
07/04/2022,10762,8
07/04/2022,11460,8
07/04/2022,6769,4
07/04/2022,1072,3
07/04/2022,1054,1
07/04/2022,11174,5
07/04/2022,12656,4
07/04/2022,10112,1
07/04/2022,11501,11
07/04/2022,11794,2
07/04/2022,1090,2
07/04/2022,11119,7
07/04/2022,12679,2
07/04/2022,12129,12
07/04/2022,12147,5
07/04/2022,9973,40
07/04/2022,12010,12
07/04/2022,11175,21
07/04/2022,11611,1
07/04/2022,12336,1
07/04/2022,10798,3
07/04/2022,11953,7
07/04/2022,8221,1
07/04/2022,12916,1
07/04/2022,10946,11
07/04/2022,10923,10
07/04/2022,1025,5
07/04/2022,1056,7
07/04/2022,12691,3
07/04/2022,10831,1
07/04/2022,11250,3
07/04/2022,12278,9
07/04/2022,11840,3
07/04/2022,6771,12
07/04/2022,12923,1
07/04/2022,12594,3
07/04/2022,6773,10
07/04/2022,11443,6
07/04/2022,6777,15
07/04/2022,12713,1
07/04/2022,9355,5
07/04/2022,9703,3
08/04/2022,12506,1
08/04/2022,6768,7
08/04/2022,12915,4
08/04/2022,10806,4
08/04/2022,10275,26
08/04/2022,11460,5
08/04/2022,6775,7
08/04/2022,10575,11
08/04/2022,9973,7
08/04/2022,9281,12
08/04/2022,11887,17
08/04/2022,11175,5
08/04/2022,11250,1
08/04/2022,12663,5
08/04/2022,9786,6
08/04/2022,11883,1
08/04/2022,10465,7
08/04/2022,11365,16
08/04/2022,12010,3
08/04/2022,12923,4
08/04/2022,12510,4
08/04/2022,8821,2
08/04/2022,9909,11
08/04/2022,12129,3
08/04/2022,12105,8
08/04/2022,12926,8
08/04/2022,1056,1
08/04/2022,12656,5
08/04/2022,11501,14
08/04/2022,1055,11
08/04/2022,8074,2
08/04/2022,9095,15
08/04/2022,11174,4
09/04/2022,10946,12
09/04/2022,8821,2
09/04/2022,10769,22
09/04/2022,7893,9
09/04/2022,1041,6
09/04/2022,10322,19
09/04/2022,12933,1
09/04/2022,11365,3
09/04/2022,10202,1
09/04/2022,9909,3
09/04/2022,12147,15
09/04/2022,10575,4
09/04/2022,10275,4
09/04/2022,12663,3
09/04/2022,1055,5
09/04/2022,11953,18
09/04/2022,10831,1
09/04/2022,9281,1
09/04/2022,6771,5
09/04/2022,12105,4
09/04/2022,12630,5
09/04/2022,12124,16
09/04/2022,11501,2
09/04/2022,11887,3
09/04/2022,11233,27
09/04/2022,12696,9
09/04/2022,11920,1
09/04/2022,10923,26
09/04/2022,7306,4
09/04/2022,12584,1
10/04/2022,12656,4
10/04/2022,10255,7
10/04/2022,7306,1
10/04/2022,12510,5
10/04/2022,6777,3
10/04/2022,12664,4
10/04/2022,10923,6
10/04/2022,12010,8
10/04/2022,12345,4
10/04/2022,11293,15
10/04/2022,11175,2
10/04/2022,6771,11
10/04/2022,12663,7
10/04/2022,1025,4
10/04/2022,1048,9
10/04/2022,12147,2
10/04/2022,10769,6
10/04/2022,11174,4
10/04/2022,11611,21
10/04/2022,1096,1
10/04/2022,11990,3
10/04/2022,12105,12
10/04/2022,11250,1
10/04/2022,11989,10
10/04/2022,9893,2
10/04/2022,6769,3
10/04/2022,12478,6
10/04/2022,11501,12
10/04/2022,8074,1
10/04/2022,12180,2
10/04/2022,10811,22
10/04/2022,12593,10
10/04/2022,6773,10
10/04/2022,11744,1
10/04/2022,6775,13
10/04/2022,11443,14
10/04/2022,1043,2
10/04/2022,9436,11
10/04/2022,6939,14
10/04/2022,12857,1
10/04/2022,7893,1
10/04/2022,11233,7
10/04/2022,11430,22
10/04/2022,11883,4
10/04/2022,12696,2
10/04/2022,10322,2
10/04/2022,11794,2
10/04/2022,12124,4
10/04/2022,1059,8
10/04/2022,11953,3
10/04/2022,12461,5
10/04/2022,12398,7
11/04/2022,10525,7
11/04/2022,12696,2
11/04/2022,10811,3
11/04/2022,12398,1
11/04/2022,11794,1
11/04/2022,10322,24
11/04/2022,6939,3
11/04/2022,9893,2
11/04/2022,12593,1
11/04/2022,1021,6
11/04/2022,1025,4
11/04/2022,11443,3
11/04/2022,1061,2
11/04/2022,11840,12
11/04/2022,11920,1
11/04/2022,12253,1
11/04/2022,9909,4
11/04/2022,11437,20
11/04/2022,6773,14
11/04/2022,6775,4
11/04/2022,10946,13
11/04/2022,12105,1
11/04/2022,12461,4
11/04/2022,6777,12
11/04/2022,9023,2
11/04/2022,11883,5
11/04/2022,1027,1
11/04/2022,12913,6
11/04/2022,12897,1
11/04/2022,11989,3
11/04/2022,6769,2
11/04/2022,6771,1
11/04/2022,12124,14
11/04/2022,11293,1
11/04/2022,10923,6
11/04/2022,12664,8
11/04/2022,9749,2
11/04/2022,12316,4
11/04/2022,12510,3
11/04/2022,9851,1
11/04/2022,11023,10
11/04/2022,11430,7
11/04/2022,11174,4
11/04/2022,10465,1
11/04/2022,12010,1
11/04/2022,1055,1
11/04/2022,11611,5
11/04/2022,1048,5
11/04/2022,12478,5
11/04/2022,11373,1
11/04/2022,12336,1
11/04/2022,12600,3
11/04/2022,10275,10
11/04/2022,11670,9
11/04/2022,11674,14
11/04/2022,12147,3
11/04/2022,6768,4
11/04/2022,7596,12
11/04/2022,12345,1
11/04/2022,12278,2
11/04/2022,12656,3
12/04/2022,10322,2
12/04/2022,12478,8
12/04/2022,11501,15
12/04/2022,12497,1
12/04/2022,11674,1
12/04/2022,11023,2
12/04/2022,12663,4
12/04/2022,11744,1
12/04/2022,6773,13
12/04/2022,11670,3
12/04/2022,10525,2
12/04/2022,12587,1
12/04/2022,11791,4
12/04/2022,10811,9
12/04/2022,10575,7
12/04/2022,12913,3
12/04/2022,12920,7
12/04/2022,12461,21
12/04/2022,9361,5
12/04/2022,1021,1
12/04/2022,9786,13
12/04/2022,1048,7
12/04/2022,7233,6
12/04/2022,1059,1
12/04/2022,11840,3
12/04/2022,11437,2
12/04/2022,12696,1
12/04/2022,10923,5
12/04/2022,11174,3
12/04/2022,12124,2
12/04/2022,10806,6
12/04/2022,12656,13
12/04/2022,11953,2
12/04/2022,12398,4
12/04/2022,12422,1
12/04/2022,10795,13
12/04/2022,6861,2
12/04/2022,12010,1
12/04/2022,8808,1
12/04/2022,12316,4
12/04/2022,1119,2
12/04/2022,12105,12
12/04/2022,12850,10
12/04/2022,6768,1
12/04/2022,9262,8
12/04/2022,6775,11
12/04/2022,9749,1
12/04/2022,10188,3
12/04/2022,6770,3
12/04/2022,6937,11
12/04/2022,1025,2
12/04/2022,12692,7
12/04/2022,12147,2
12/04/2022,1061,1
12/04/2022,9893,4
13/04/2022,10575,3
13/04/2022,6768,13
13/04/2022,10769,9
13/04/2022,10322,22
13/04/2022,12461,5
13/04/2022,12510,1
13/04/2022,6775,11
13/04/2022,10811,2
13/04/2022,1119,2
13/04/2022,11989,14
13/04/2022,1090,2
13/04/2022,12656,2
13/04/2022,10795,7
13/04/2022,10923,7
13/04/2022,12664,1
13/04/2022,9262,1
13/04/2022,12010,1
13/04/2022,9893,4
13/04/2022,11174,3
13/04/2022,12147,4
13/04/2022,11293,29
13/04/2022,11443,5
13/04/2022,10202,3
